Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
Federatie Nederlandse Vakbeweging,Federatie Nederlandse Vakbeweging,,unions and employees,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,84,0,0
De Sociaal-Economische Raad,De Sociaal-Economische Raad,,other state executive agencies,NETHERLANDS,"#FFB415",0,0,4,4,0,4,4,3,0.578947,0.666667,0,0,0.134885,7,0.001043,86,0,0
Dutch vox pop,Dutch vox pop,,the general public,NETHERLANDS,"#FFB415",0,0,18,18,0,31,31,5,0.441489,0.540964,0,0,0.388794,58,0.001043,103,0.065359,0
Fisherman,Fisherman,,the general public,NA,"#FFA910",0,0,1,1,0,2,2,2,0.545455,0.583333,0,0,0.097189,9,0.001043,104,0,0
Staatskundig Gereformeerde Partij,Staatskundig Gereformeerde Partij,,political parties,NETHERLANDS,"#FFB415",0,3,1,4,3,1,4,3,0.4,0.45,118.5,0.001402,0,1,0.003974,47,0,0.163738
Dutch PM,Dutch PM,,government/executive,NETHERLANDS,"#FFB415",0,11,5,16,13,5,18,8,0.280702,0.377133,469.833333,0.252709,0.009587,58,0.006812,49,0.016484,0.258171
Dutch Government ministers,Dutch Government ministers,,government/executive,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,4,0.305556,0.363636,0,0,0.000197,1,0.001043,105,0,0
Former Dutch politicians,Former Dutch politicians,,Other,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.222727,0.271153,0,0,0.035501,58,0.001043,106,0,0
Dutch political parties,Dutch political parties,,political parties,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,4,0.305556,0.363636,0,0,0.000197,1,0.001043,107,0,0
Academic,Academic,,educational professionals and organisations,NA,"#FFA910",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,9,0.001043,109,0,0
University of Amsterdam,University of Amsterdam,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,6,6,0,6,6,3,0.551724,0.65625,0,0,0.138317,1,0.001043,113,0,0
KPMG,KPMG,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,1,1,1,0,0,0.003064,1,0.001043,114,0,0
Government of the Netherlands,Government of the Netherlands,,government/executive,NETHERLANDS,"#FFB415",0,1,3,4,1,3,4,2,0.6,0.666667,109.5,0,0.01388,1,0.00442,46,0,0.088929
Erasmus University,Erasmus University,,educational professionals and organisations,NETHERLANDS,"#FFB415",3,0,1,1,0,1,1,1,1,1,0,0,0,43,0.001043,116,0,0
Hanseatic League,Hanseatic League,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,3,0.5,0.611111,0,0,0.011574,58,0.001043,117,0,0
Ministerie van Financiën,Ministerie van Financiën,,government/executive,NETHERLANDS,"#FFB415",0,6,7,13,8,8,16,3,0.513514,0.631579,291.333333,0.178558,0.048851,58,0.002577,28,0.038462,0.104816
UK vox pop,UK vox pop,,the general public,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,1,1,1,0,0,0.000739,4,0.001043,118,0,0
Bijkerk Rein,Bijkerk Rein,,media and journalists,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.007988,58,0.001043,119,0,0
France,France,,whole polities,FRANCE,"#6A886D",0,6,1,7,6,1,7,2,0.666667,0.75,61,0.082391,0.007988,58,0.007495,8,0.047619,0.16024
Democraten 66,Democraten 67,,political parties,NETHERLANDS,"#FFB415",0,1,6,7,3,6,9,5,0.403974,0.46694,11.5,0.054619,0.19264,58,0.001092,88,0.071429,0.005281
De Telegraaf,De Telegraaf,,media and journalists,NETHERLANDS,"#FFB415",0,1,18,19,1,23,24,6,0.410526,0.529915,15,0.054619,0.389326,9,0.001092,100,0.040936,0.005281
Netherlands,Netherlands,,government/executive,NETHERLANDS,"#FFB415",0,14,2,16,16,2,18,1,1,1,23.666667,0.210724,0.013907,11,0.009337,30,0.004167,0.167296
Ministerie van Buitenlandse Zaken,Ministerie van Buitenlandse Zaken,,government/executive,NETHERLANDS,"#FFB415",0,4,7,11,5,7,12,5,0.371429,0.505769,296.833333,0.059634,0.041322,6,0.003248,37,0,0.168777
CIIS,CIIS,,other state executive agencies,CHINA,"#3F908E",0,0,1,1,0,1,1,1,1,1,0,0,0.010896,47,0.001043,120,0,0
UK Government,UK Government,,government/executive,UNITED KINGDOM,"#E879A3",0,11,2,13,13,2,15,1,1,1,54,0.108596,0,4,0.009273,63,0.00641,0.313995
German vox pop,German vox pop,,the general public,GERMANY,"#717F75",0,0,2,2,0,2,2,2,0.625,0.7,0,0,0.009498,1,0.001043,122,0.5,0
Sozialdemokratische Partei Deutschlands,Sozialdemokratische Partei Deutschlands,,political parties,GERMANY,"#717F75",4,2,1,3,2,1,3,0,0,0,0,0,0,5,0.001929,123,0.5,0.034383
CDU member,CDU member,,political parties,GERMANY,"#717F75",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0,41,0.001043,125,0,0
Polish vox pop,Polish vox pop,,the general public,POLAND,"#FFE428",5,0,1,1,0,4,4,1,1,1,0,0,0,44,0.001043,127,0,0
Solidarność,Solidarność,,political parties,POLAND,"#FFE428",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.007999,9,0.001043,128,0,0
Mayor of Gdańsk,Mayor of Gdańsk,,government/executive,POLAND,"#FFE428",5,0,1,1,0,1,1,1,1,1,0,0,0,44,0.001043,129,0,0
University of California,University of California,,educational professionals and organisations,UNITED STATES,"#EF7DB1",6,0,1,1,0,1,1,1,1,1,0,0,0,45,0.001043,131,0,0
Dvorani Ardian,Dvorani Ardian,,judiciary,ALBANIA,"#D4232A",0,0,1,1,0,1,1,1,1,1,0,0,0.000751,67,0.001043,132,0,0
European External Action Service,European External Action Service,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,2,2,0,2,2,1,1,1,0,0,0.000767,67,0.001043,133,0,0
EU High Representative,EU High Representative,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,2,3,1,2,3,2,0.75,0.833333,3,0,0.000766,67,0.001929,136,0,0.005281
Staten-Generaal,Staten-Generaal,,Legislative,NETHERLANDS,"#FFB415",0,11,3,14,12,3,15,1,1,1,104.333333,0.010716,0.035785,7,0.016635,27,0,0.319614
Instituti i Studimeve Politike ,Instituti i Studimeve Politike ,,other scientific and research professionals and institutions,ALBANIA,"#D4232A",0,0,1,1,0,1,1,1,1,1,0,0,0.008209,41,0.001043,137,0,0
Albanian judges,Albanian judges,,judiciary,ALBANIA,"#D4232A",7,1,1,2,1,1,2,1,1,1,0,0,0,2,0.006945,138,0,0.017192
Gjykata Administrative e Apelit,Gjykata Administrative e Apelit,,judiciary,ALBANIA,"#D4232A",7,1,1,2,1,1,2,1,1,1,0,0,0,2,0.006945,138,0,0.017192
Wageningen University,Wageningen University,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,2,2,0,2,2,2,0.583333,0.642857,0,0,0.053401,1,0.001043,139,0,0
Cavendish Camilla,Cavendish Camilla,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,5,0.267327,0.308025,0,0,0.018363,4,0.001043,140,0,0
Irish PM,Irish PM,,government/executive,IRELAND,"#A5548D",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.009311,1,0.001043,141,0,0
EU Council,EU Council,,government/executive,EUROPEAN UNION,"#5C9A5C",0,3,4,7,3,4,7,2,0.833333,0.9,25.5,0,0.001632,67,0.003214,92,0,0.03209
European Union,European Union,,government/executive,EUROPEAN UNION,"#5C9A5C",0,37,5,42,47,7,54,1,1,1,319,0.691826,0.017806,9,0.030312,19,0.005807,0.637569
Partij van de Arbeid,Partij van de Arbeid,,political parties,NETHERLANDS,"#FFB415",0,3,4,7,4,5,9,4,0.45614,0.525641,292.5,0.01079,0.077628,6,0.002848,37,0,0.103315
Transport & Environment,Transport & Environment,,environmental organisations and groups,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.042634,41,0.001043,142,0,0
Lysias Consulting Group,Lysias Consulting Group,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.042634,41,0.001043,143,0,0
Mayor of Noordwijk,Mayor of Noordwijk,,government/executive,NETHERLANDS,"#FFB415",8,0,1,1,0,1,1,1,1,1,0,0,0,46,0.001043,145,0,0
Procura della Repubblica di Milano,Procura della Repubblica di Milano,,judiciary,ITALY,"#B85D6F",0,0,2,2,0,2,2,2,0.666667,0.75,0,0,0,47,0.001043,149,0,0
Italian Government,Italian Government,,government/executive,ITALY,"#B85D6F",9,2,2,4,2,2,4,2,0.666667,0.75,2,0,0,38,0.001929,152,0.333333,0.034383
Partito Democratico,Partito Democratico,,political parties,ITALY,"#B85D6F",9,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,38,0.001043,153,0,0
French Embassy in Netherlands,French Embassy in Netherlands,,government/executive,FRANCE,"#6A886D",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.029603,11,0.001043,154,0,0
Gilet jaunes,Gilet jaunes,,protestors,FRANCE,"#6A886D",10,1,1,2,1,2,3,1,1,1,0,0,0,3,0.006945,155,0,0.017192
En Marche,En Marche,,political parties,FRANCE,"#6A886D",10,1,1,2,2,1,3,1,1,1,0,0,0,3,0.006945,155,0,0.017192
Council of Europe,Council of Europe,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,1,1,1,0,0,0.001146,67,0.001043,156,0,0
Institute for Peace and Democracy,Institute for Peace and Democracy,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,1,1,1,0,0,0.001146,67,0.001043,157,0,0
British PM,British PM,,government/executive,UNITED KINGDOM,"#E879A3",0,12,4,16,17,6,23,3,0.45614,0.519231,275.5,0.142275,0.134002,4,0.00953,71,0.019048,0.227202
Indonesian Minister of Trade,Indonesian Minister of Trade,,government/executive,INDONESIA,"#8D5C96",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,158,0,0
Prime Minister of Malaysia,Prime Minister of Malaysia,,government/executive,MALAYSIA,"#FA7D06",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,159,0,0
IUCN,IUCN,,other state executive agencies,NA,"#FFA910",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,160,0,0
CIFOR,CIFOR,,other scientific and research professionals and institutions,NA,"#FFA910",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,161,0,0
Speaker of the House of Commons,Speaker of the House of Commons,,Legislative,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,4,0.321429,0.354938,0,0,0.019987,4,0.001043,162,0,0
Ministère de l'agriculture,Ministère de l'agriculture,,government/executive,FRANCE,"#6A886D",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,163,0,0
De Nederlandsche Bank,De Nederlandsche Bank,,central banks,NETHERLANDS,"#FFB415",0,1,3,4,1,5,6,4,0.378378,0.488095,3.25,0.055144,0.027316,6,0.001083,57,0.083333,0.005281
European Commission,European Commission,,government/executive,EUROPEAN UNION,"#5C9A5C",0,20,5,25,23,9,32,1,1,1,297.666667,0.303482,0.037135,41,0.016924,5,0.028333,0.708057
Alternative fur Deutschland,Alternative fur Deutschland,,political parties,GERMANY,"#717F75",0,1,1,2,1,1,2,2,0.571429,0.625,0,0.001334,0.009311,1,0.001486,121,0.5,0.005281
Seidemann Ben,Seidemann Ben,,employers organisations and firms,GERMANY,"#717F75",4,0,1,1,0,1,1,1,1,1,0,0,0,5,0.001043,164,0,0
IGBCE,IGBCE,,unions and employees,GERMANY,"#717F75",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.009311,1,0.001043,165,0,0
House of Lords,House of Lords,,legislative,UNITED KINGDOM,"#E879A3",0,1,1,2,1,1,2,2,0.6,0.666667,3,0,0.015256,4,0.001929,166,0,0.005281
Scottish MPs,Scottish MPs,,legislative,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.015256,4,0.001043,167,0,0
Sumption Jonathan,Sumption Jonathan,,former states(wo)men,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.015256,4,0.001043,168,0,0
Daily Mail,Daily Mail,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,2,2,0,2,2,4,0.40625,0.480769,0,0,0.037708,58,0.001043,169,0,0
President of the EU Commission,President of the EU Commission,,government/executive,EUROPEAN UNION,"#5C9A5C",0,4,8,12,4,9,13,2,0.642857,0.722222,204.416667,0.112507,0.102822,4,0.003484,66,0.068182,0.165654
Korteweg Rem,Korteweg Rem,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,170,0,0
European Central Bank,European Central Bank,,central banks,EUROPEAN UNION,"#5C9A5C",0,7,1,8,7,1,8,1,1,1,5.5,0.015411,0.008209,6,0.004186,50,0.017857,0.043246
EU Commissioner for Financial Services,EU Commissioner for Financial Services,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,2,1,1,2,1,1,1,18,0.014445,0,4,0.001413,60,0,0.097354
Consumentenbond,Consumentenbond,,consumer organisations and groups,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.002165,6,0.001043,171,0,0
Oesterreichische Nationalbank ,Oesterreichische Nationalbank ,,government/executive,AUSTRIA,"#944863",0,0,1,1,0,1,1,4,0.342105,0.397436,0,0,0.016941,6,0.001043,172,0,0
International Monetary Fund,International Monetary Fund,,central banks,NA,"#FFA910",0,0,1,1,0,1,1,3,0.434783,0.483333,0,0,0.015036,41,0.001043,173,0,0
Deutsche Bundesbank,Deutsche Bundesbank,,central banks,GERMANY,"#717F75",0,0,1,1,0,1,1,4,0.342105,0.397436,0,0,0.016941,6,0.001043,174,0,0
Christen-Democratisch Appel,Christen-Democratisch Appel,,political parties,NETHERLANDS,"#FFB415",0,0,5,5,0,5,5,10,0.211382,0.312813,0,0,0.042751,11,0.001043,176,0,0
Blackrock,Blackrock,,employers organisations and firms,UNITED STATES,"#EF7DB1",0,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.002209,6,0.001043,178,0,0
ING,ING,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,2,2,0,2,2,3,0.428571,0.518519,0,0,0.01072,6,0.001043,179,0,0
Greek Ministry of Finance,Greek Ministry of Finance,,government/executive,GREECE,"#78767D",0,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.001004,67,0.001043,180,0,0
GroenLinks,GroenLinks,,legislative,NETHERLANDS,"#FFB415",0,2,4,6,2,4,6,6,0.326923,0.426471,268,0.022053,0.145852,7,0.002631,38,0.05,0.206119
Amnesty International,Amnesty International,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,6,0.278351,0.33642,0,0,0.008378,6,0.001043,181,0,0
ICT,ICT,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.001505,7,0.001043,182,0,0
EUISS,EUISS,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,183,0,0
Group of the Greens - European Free Alliance,Group of the Greens - European Free Alliance,,political parties,EUROPEAN UNION,"#5C9A5C",0,0,4,4,0,4,4,3,0.513514,0.578947,0,0,0.081685,41,0.001043,184,0.5,0
Committee on Legal Affairs,Committee on Legal Affairs,,legislative,EUROPEAN UNION,"#5C9A5C",11,0,1,1,0,1,1,1,1,1,0,0,0,48,0.001043,186,0,0
Ministère de la Justice,Ministère de la Justice,,government/executive,FRANCE,"#6A886D",12,0,1,1,0,1,1,1,1,1,0,0,0,49,0.001043,188,0,0
EU Commissioner for Agriculture,EU Commissioner for Agriculture,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,2,2,0,2,2,4,0.380282,0.429012,0,0,0.035023,41,0.001043,189,0,0
Czech PM,Czech PM,,government/executive,CZECH REPUBLIC,"#47A265",0,1,2,3,1,2,3,3,0.538462,0.619048,7,0,0,67,0.001929,191,0,0.005281
European Anti-Fraud Office,European Anti-Fraud Office,,other state executive agencies,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,4,0.380952,0.447917,0,0,0,67,0.001043,192,0,0
Sargentini Judith,Sargentini Judith,,former states(wo)men,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,1,1,1,0,0,0,67,0.001043,193,0,0
Group of MEP's,Group of MEP's,,legislative,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,3,0.5,0.583333,0,0,0,67,0.001043,194,0,0
Prawo i Sprawiedliwosc,Prawo i Sprawiedliwosc,,political parties,POLAND,"#FFE428",0,3,1,4,3,1,4,1,1,1,4,0.056941,0,9,0.002867,97,0,0.022123
Tribunal Supremo,Tribunal Supremo,,judiciary,SPAIN,"#AF6729",13,2,1,3,2,1,3,1,1,1,2,0,0,50,0.002815,196,0,0.010562
Junts per Catalunya,Junts per Catalunya,,political parties,SPAIN,"#AF6729",13,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,50,0.001043,197,0,0
Sinistra Repubblicana di Catalogna,Sinistra Repubblicana di Catalogna,,political parties,SPAIN,"#AF6729",14,0,1,1,0,1,1,1,1,1,0,0,0,51,0.001043,199,0,0
Forcadell Carme,Forcadell Carme,,former states(wo)men,SPAIN,"#AF6729",13,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,50,0.001043,200,0,0
Tokarczuk Olga,Tokarczuk Olga,,media and journalists,POLAND,"#FFE428",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.007999,9,0.001043,201,0,0
NMV,NMV,,farmers and agricultural organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.001505,7,0.001043,202,0,0
Philips,Philips,,employers organisations and firms,NETHERLANDS,"#FFB415",15,0,1,1,0,1,1,1,1,1,0,0,0,52,0.001043,204,0,0
SOS Mediterranée,SOS Mediterranée,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,1,1,1,0,0,0.016413,41,0.001043,205,0,0
Ministerie van Justitie,Ministerie van Justitie,,government/executive,NETHERLANDS,"#FFB415",0,1,1,2,1,1,2,2,0.571429,0.625,19.5,0.015499,0.001505,7,0.00136,48,0,0.082648
Socialistische Partij,Socialistische Partij,,political parties,NETHERLANDS,"#FFB415",0,2,6,8,2,6,8,7,0.317881,0.422272,306.833333,0.056491,0.110328,7,0.002241,49,0.119048,0.158457
Rassemblement National,Rassemblement National,,political parties,FRANCE,"#6A886D",0,2,1,3,2,2,4,1,1,1,2,0.056254,0,4,0.001969,73,0,0.010562
La France Insoumise,La France Insoumise,,political parties,FRANCE,"#6A886D",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.007903,4,0.001043,206,0,0
Carnegie,Carnegie,,other scientific and research professionals and institutions,UNITED STATES,"#EF7DB1",16,0,1,1,0,1,1,1,1,1,0,0,0,53,0.001043,208,0,0
Parlamentul Republicii Moldova,Parlamentul Republicii Moldova,,legislative,MOLDOVA,"#FF9D0C",17,0,1,1,0,1,1,1,1,1,0,0,0,54,0.001043,210,0,0
RIVM,RIVM,,other scientific and research professionals and institutions,NETHERLANDS,"#FFB415",0,1,1,2,1,1,2,2,0.545455,0.583333,0,0.021765,0.097189,9,0.001273,29,0.5,0.011561
EU Commissioner for Climate Action,EU Commissioner for Climate Action,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,1,2,1,1,2,1,1,1,0.25,0.054619,0.008209,41,0.001092,102,0,0.005281
French farmers,French farmers,,farmers and agricultural organisations,FRANCE,"#6A886D",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,211,0,0
Bové José,Bové José,,former states(wo)men,FRANCE,"#6A886D",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.042634,41,0.001043,212,0,0
Farmers,Farmers,,farmers and agricultural organisations,NA,"#FFA910",18,0,1,1,0,1,1,1,1,1,0,0,0,55,0.001043,214,0,0
Tilberg University,Tilberg University,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,3,1,4,3,1,4,2,0.545455,0.583333,14,0.011722,0.097189,7,0.002372,215,0,0.015843
Ministerie van Landbouw,Ministerie van Landbouw,,government/executive,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,3,0.388889,0.452381,0,0,0.001647,7,0.001043,216,0,0
Volkspartij voor Vrijheid en Democratie,Volkspartij voor Vrijheid en Democratie,,political parties,NETHERLANDS,"#FFB415",0,0,6,6,0,7,7,5,0.365385,0.451316,0,0,0.033966,6,0.001043,218,0,0
Partij voor de Vrijheid,Partij voor de Vrijheid,,political parties,NETHERLANDS,"#FFB415",0,0,3,3,0,4,4,8,0.265957,0.341381,0,0,0.047831,7,0.001043,219,0,0
Dekkers Midas,Dekkers Midas,,Biologist,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.097189,9,0.001043,220,0,0
EU Commissioner for Trade,EU Commissioner for Trade,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,2,2,0,2,2,1,1,1,0,0,0.013769,1,0.001043,221,0,0
Ministerie van Economische Zaken,Ministerie van Economische Zaken,,government/executive,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.001505,7,0.001043,222,0,0
University of Leiden,University of Leiden,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,1,4,5,1,4,5,4,0.409091,0.490741,10,0.055144,0.154934,9,0.001083,31,0.15,0.005281
University of Groningen,University of Groningen,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,2,2,2,0.6,0.666667,0,0,0.029603,11,0.001043,223,0,0
Greenpeace,Greenpeace,,environmental organisations and groups,NA,"#FFA910",0,1,2,3,1,2,3,3,0.538462,0.619048,9.5,0.054693,0,67,0.001094,93,0,0.011561
Polish PM,Polish PM,,government/executive,POLAND,"#FFE428",0,0,1,1,0,1,1,3,0.5,0.555556,0,0,0,67,0.001043,224,0,0
ECCHR,ECCHR,,solidarity and human rights organisations,NA,"#FFA910",19,0,1,1,0,1,1,1,1,1,0,0,0,56,0.001043,226,0,0
Turkish Government,Turkish Government,,government/executive,TURKEY,"#D16D79",0,1,3,4,1,3,4,4,0.444444,0.526042,52,0,0.12205,9,0.003031,228,0,0.021528
Greece,Greece,,whole polities,NA,"#FFA910",0,1,4,5,1,4,5,6,0.322034,0.464912,19,0,0.107159,9,0.001929,231,0.05,0.005281
President of Turkey,President of Turkey,,government/executive,TURKEY,"#D16D79",0,0,1,1,0,1,1,7,0.253165,0.327143,0,0,0,9,0.001043,232,0,0
BBC,BBC,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,4,0.321429,0.354938,0,0,0.019987,4,0.001043,233,0,0
Ministerie van Volksgezondheid,Ministerie van Volksgezondheid,,government/executive,NETHERLANDS,"#FFB415",0,6,3,9,7,3,10,7,0.272,0.367227,87.5,0.076043,0.046653,7,0.004483,38,0.047619,0.254184
Teva,Teva,,employers organisations and firms,ISRAEL,"#AF587E",0,1,1,2,1,1,2,8,0.21519,0.265616,0,0.006554,0.010683,7,0.002313,38,0,0.123471
ECB President,ECB President,,central banks,EUROPEAN UNION,"#5C9A5C",0,6,3,9,8,3,11,3,0.48,0.569444,53.5,0.120593,0.026323,6,0.003666,56,0.041667,0.044246
Raam op Rusland,Raam op Rusland,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.015256,4,0.001043,234,0,0
Centraal Bureau voor de Statistiek,Centraal Bureau voor de Statistiek,,other state executive agencies,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.001505,7,0.001043,235,0,0
Vice-President of European Commission,Vice-President of European Commission,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,3,3,0,3,3,2,0.615385,0.6875,0,0,0.11239,9,0.001043,236,0,0
Dansk Folkeparti,Dansk Folkeparti,,political parties,DENMARK,"#49A75B",0,0,2,2,0,2,2,6,0.256637,0.307471,0,0,0,6,0.001043,239,0,0
National Crime Agency,National Crime Agency,,other state executive agencies,UNITED KINGDOM,"#E879A3",20,0,1,1,0,1,1,1,1,1,0,0,0,57,0.001043,241,0,0
Van Rossem Maarten,Van Rossem Maarten,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,1,1,1,0,0,0.016235,7,0.001043,242,0,0
