"Several EU Member States","The EU constituency"
"Fundacja Odpowiedzialna Polityka","Poles constituency"
"WHO","Europe constituency"
"Platforma Obywatelska","Poland constituency"
"US President","Poland constituency"
"Hungarian Government","Hungarians constituency"
"Wiadomosci TVP","Poles constituency"
"Reporters Sans Frontières ","European values constituency"
"Fundacja Odpowiedzialna Polityka","Poles constituency"
"Deutsche Welle","Germany constituency"
"ADAPT","Italians constituency"
"La Stampa","Italian taxpayers constituency"
"US President","United States constituency"
"Prezydent Rzeczypospolitej","Poland constituency"
"Prezydent Rzeczypospolitej","Poland constituency"
"Prezydent Rzeczypospolitej","Europe constituency"
"Dolnoslaska Fundacja Rozwoju ","Poland constituency"
"Platforma Obywatelska","Poland constituency"
"Piatkowski Marcin","Poland constituency"
"Auswärtiges Amt","Europe constituency"
"Vice-President of European Commission","Europeans constituency"
"Užsienio reikalu ministerija","EU citizens constituency"
"PKN Orlen","Poland constituency"
"Gazeta Wyborcza","Poland constituency"
"Gazeta Wyborcza","Poland constituency"
"Financial Times","Poland constituency"
"Euronews","Polish society constituency"
"ECFR","Poland constituency"
"Associated Press","Poland constituency"
"Platforma Obywatelska","Poland constituency"
"Prawo i Sprawiedliwosc","Poland constituency"
"LSE University","Eurozone constituency"
"Ministerstwo Sprawiedliwosci","Poland constituency"
"Ministerstwo Klimatu","Poland constituency"
"Magyar Hang","Hungary constituency"
"European Federation of Journalists","Hungary constituency"
"Human Rights Watch","Hungarian journalists constituency"
"Patten Chris","United Kingdom constituency"
"President of the EU Commission","jobs and workers across the EU constituency"
"Gazeta Wyborcza","Polish LGBT constituency"
"Polski PEN Club","Belarusian protestors constituency"
"Lódz Voivodeship","Lódz constituency"
"Bundesnetzagentur","The EU constituency"
"Goethe-Institut","European citizens constituency"
"Goethe-Institut","Europe constituency"
"Foreign Affairs magazine","Europe constituency"
"EU High Representative","Belarus constituency"
"Kancelaria Prezesa Rady Ministrów","Belarus constituency"
"EU High Representative","Belarusian people constituency"
"Gazeta Wyborcza","Belarusians constituency"
"WWF","Mining industry / workers constituency"
"President of the EU Commission","Ireland constituency"
"Gauke David","British businesses constituency"
"National Bank of Belarus","Belarus constituency"
"Belarusbank","Belarusian population constituency"
"Moody's","Belarusian banks constituency"
"President of the EU Commission","Ireland constituency"
"Cabinet Office UK","United Kingdom constituency"
"Fakt","Polish miners constituency"
"Nizienski Boguslaw","Polish soldiers constituency"
"President of Belarus","Belarus constituency"
"Institut der deutschen Wirtschaft","German automobile industry constituency"
"European Commission","Polish judges constituency"
"EU Council","The EU constituency"
"EU Commissioner for Justice","EU Member States constituency"
"Eurooppaministeri","Finland constituency"
"Ministerstwo Spraw Zagranicznych","Belarusians constituency"
"Gazeta Wyborcza","Poland constituency"
"President of the EU Commission","EU Member States constituency"
"Polish PM","Belarusian citizens constituency"
"Lietuvos Respublikos Prezidentas","Lithuania constituency"
"Užsienio reikalu ministerija","Belarus constituency"
"utrikesminister","Belarus constituency"
"UK Conservative Party","United Kingdom constituency"
"Wolne Sady","Polish courts constituency"
"Sad Rejonowy Poznan","EU citizens constituency"
"Iustitia","EU judges constituency"
"Handelsblatt","Eurozone countries constituency"
"Commerzbank","CEECs constituency"
"Commerzbank","CEECs constituency"
"President of the EU Commission","LGBT activists constituency"
"Kampania Przeciw Homofobii","LGBT people constituency"
"EU High Representative","The EU constituency"
"#UniteCyprusNow ","Cyprus constituency"
"Litvinchuk Vyacheslav","Belarus constituency"
"BYhelp","politically-persecuted (general) constituency"
"BYhelp","journalists (general) constituency"
"PandaDoc","law enforcement officers constituency"
"Deepdee","Belarusians constituency"
"BYhelp","Belarus constituency"
"Chinese Government","humanity (general) constituency"
"Vice-President of European Commission","the planet (general) constituency"
"En Marche","Poland constituency"
"European External Action Service","Poland constituency"
"Vice-President of European Commission","European voters constituency"
"En Marche","Poland constituency"
"European External Action Service","Poland constituency"
"Vice-President of European Commission","European voters constituency"
"European People's Party","The EU constituency"
"Prawo i Sprawiedliwosc","Poland constituency"
"Prawo i Sprawiedliwosc","Polish miners constituency"
"EU Commissioner for Health","EU Member States constituency"
"Reuters","EU Member States constituency"
"Ministerstwo Klimatu","EU economies constituency"
"PWEA","Baltic countries/ Baltic sea constituency"
"Gazeta Wyborcza","Spain constituency"
"Ministry of Foreign Affairs of Russia","Europe constituency"
"Platforma Obywatelska","Polish businesses constituency"
"Platforma Obywatelska","Polish elderly constituency"
"Platforma Obywatelska","Poland constituency"
"Platforma Obywatelska","Polish justice system constituency"
"Platforma Obywatelska","Poles constituency"
"Platforma Obywatelska","Poland constituency"
"Foreign Ministry of Belarus","Belarus constituency"
"Ministerstwo Spraw Zagranicznych","Poland constituency"
"Ministerstwo Spraw Zagranicznych","Belarusians constituency"
"EU Council","The EU constituency"
"British PM","British people constituency"
"British-Polish Chamber of Commerce","British economy constituency"
"Gawel Rafal","Polish citizens constituency"
"Netherlands","Polish citizens constituency"
"Gazeta Wyborcza","Belarusian society constituency"
"President of Belarus","Belarus constituency"
"Council of Europe","Women constituency"
"Centre for Liberal Strategies","Europeans constituency"
"L'Istituto Affari Internazionali ","Europeans constituency"
"European Council on Foreign Relations","Europeans constituency"
"Stanford University","Americans constituency"
"Carnegie","Europeans constituency"
"Clingendael Institute","Europe constituency"
"Naval'nyj Aleksej","Russian people constituency"
"vox","Spanish citizens constituency"
"Partido Popular","Spain constituency"
"Spanish Government","Spanish people constituency"
"Polish MEPs","Women in the EU constituency"
"Gazeta Wyborcza","Poland constituency"
"Koalicja Obywatelska","Polish women constituency"
"Platforma Obywatelska","Polish women constituency"
"European Commission","Poland constituency"
"Council of Europe","Women constituency"
"Robert Koch Institut","Germany constituency"
"ECDC ","Czech Republic constituency"
"Slovak PM","Slovakia constituency"
"Kancelaria Prezesa Rady Ministrów","Poland constituency"
"Die Welt","Poland constituency"
"Council of Europe","Women constituency"
"Warsaw University","Women constituency"
"Aborcyjny Dream Team","Women constituency"
"Der Spiegel","Poland constituency"
"European People's Party","Europe constituency"
"Ministère des Santé","France constituency"
"Die Welt","Poland constituency"
"US Democratic Party","Americans constituency"
"Prezydent Rzeczypospolitej","Poland constituency"
"Koalicja Obywatelska","Poland constituency"
"European People's Party","Europe constituency"
"Coldiretti","Italian restaurants constituency"
"Comune di Carolei","Economy of Carolei constituency"
"Presidente della Lombardia","Lombardian people constituency"
"Ministero della Salute","regions IT (general) constituency"
"minister sprawiedliwosci","Poland constituency"
"Magyarország igazságügy","EU Member States constituency"
"Hungarian Government","Hungary constituency"
"Magyarország külügyminisztere","Poles constituency"
"Demokratikus Koalicio","Hungary constituency"
"Platforma Obywatelska","Europe constituency"
"Góralczyk Bogdan","Poland constituency"
"Ministerstwo Skarbu Panstwa","EU internal market constituency"
"Ministerstwo Sprawiedliwosci","Poland constituency"
"Gazeta Wyborcza","Poland constituency"
"Gazeta Wyborcza","Poland constituency"
"Platforma Obywatelska","Poland constituency"
"Polish PM","Poland constituency"
"Ministerstwo Nauk","Polish farmers constituency"
"Warsaw School of Economics","EU citizens constituency"
"minister sprawiedliwosci","Poland constituency"
"President of the EU Commission","The EU constituency"
"Koalicja Sojuszu Lewicy Demokratycznej i Unii Pracy","EU Member States constituency"
"Huasner Jerzy","The EU constituency"
"Solidarnosc","Polish citizens constituency"
"Kwasniewski Aleksander","Poland constituency"
"Polish PM","EU Member States constituency"
"minister sprawiedliwosci","The EU constituency"
"Rada Ministrów Rzeczypospolitej","Poland constituency"
"OKO.press","Polish society constituency"
"Prawo i Sprawiedliwosc","Europe constituency"
"Ministerstwo Skarbu Panstwa","Europe constituency"
"Wiosna","Poland constituency"
"RMF FM","Poland constituency"
"Polish PM","Poland constituency"
"RMF FM","Poland constituency"
"Polish PM","Poland constituency"
"EU High Representative","The EU constituency"
"Partija Vienotiba","The EU constituency"
"Prezydent Rzeczypospolitej","Poles constituency"
"Prezydent Rzeczypospolitej","Poles constituency"
"Koalicja Sojuszu Lewicy Demokratycznej i Unii Pracy","Poland constituency"
"Polskie Stronnictwo Ludowe","Poland constituency"
"minister sprawiedliwosci","Poland constituency"
"Gazeta Wyborcza","Poland constituency"
"European People's Party","Poland constituency"
"Rzeczpospolita","Ukrainians workers constituency"
"Straz Graniczna","Ukrainian workers constituency"
"Gazeta Wyborcza","Swedes constituency"
"Nowak Piotr","Sweden constituency"
"Tegnell Anders","Swedes constituency"
"Calmfors Lars","Sweden constituency"
"Stockholms läns sjukvårdsområde","Stockholm constituency"
"Gazeta Wyborcza","Europe constituency"
"Home Office","United Kingdom constituency"
"Gazeta Wyborcza","United Kingdom constituency"
"European Commission","The EU constituency"
"Gazeta Wyborcza","bank customers (general) constituency"
"Polish PM","Warsaw inhabitants constituency"
"Ministère de l'Europe","NA constituency"
"Ministère des Affaires étrangères FR","EU citizens constituency"
"European Commission","Polskie Linie Lotnicze LOT constituency"
"Ministerstwo Infrastruktury","Polish hauliers constituency"
"French Government","EU citizens constituency"
"Ministero della Salute","Italy constituency"
"European Medicines Agency","patients (general) constituency"
"Rzadowej Agencji Rezerw Strategicznych","Poland constituency"
"European Medicines Agency","patients (general) constituency"
"President of the EU Commission","Europeans constituency"
"President of the EU Commission","The EU constituency"
"Kancelaria Prezesa Rady Ministrów","Poland constituency"
"Rzadowej Agencji Rezerw Strategicznych","Poland constituency"
"Federa","Polish women constituency"
